# id type x y z dist_to_ref defect_prob defect_type
281 1 11.48610000 -12.56470000 -30.30830000 0.08310252 0.18092119 Lattice
282 1 12.40280000 -26.62760000 15.69550000 0.52019219 0.99959837 Unknown
283 1 7.42745000 -26.67100000 20.18890000 0.20023991 0.68611272 Unknown
284 1 26.67560000 10.10420000 -17.81110000 0.12178448 0.34858562 Lattice
285 1 18.97720000 19.05200000 21.78760000 0.10225130 0.26076913 Lattice
286 1 4.21350000 -29.70700000 12.45080000 0.62524240 0.99998759 Unknown
287 1 28.36720000 -1.41257000 -2.25498000 0.11247676 0.30621806 Lattice
288 1 18.68610000 23.89080000 8.09455000 0.11421833 0.31408868 Lattice
289 1 16.88570000 27.48380000 -14.24450000 0.09667877 0.23670413 Lattice
290 1 13.64600000 3.38617000 26.97460000 0.11598289 0.32209335 Lattice
291 1 -6.54061000 7.88364000 -31.37220000 0.11671196 0.32540878 Lattice
292 1 31.16110000 5.83273000 4.47075000 0.11464449 0.31601923 Lattice
293 1 -0.09161270 4.46325000 -30.93380000 0.12158462 0.34766931 Lattice
294 1 23.81020000 -13.79210000 -12.47940000 0.12244278 0.35160519 Lattice
295 1 20.63370000 0.29974800 -21.75700000 0.10724282 0.28277390 Lattice
296 1 -7.47344000 -24.06260000 -13.22680000 0.37113267 0.98132344 Unknown
297 1 5.62766000 -16.42110000 -22.91030000 1.18712610 1.00000000 Unknown
298 1 16.63030000 -13.36150000 -23.49180000 0.11752685 0.32911966 Lattice
299 1 14.63360000 27.20110000 -8.34107000 0.12196497 0.34941328 Lattice
300 1 27.79430000 -4.43413000 -12.87410000 0.11448962 0.31531744 Lattice
301 1 7.40923000 -17.58080000 -27.75940000 0.08936621 0.20609696 Lattice
302 1 2.39925000 -12.36610000 -32.43490000 0.10734166 0.28321336 Lattice
303 1 24.39580000 -2.38080000 -21.04230000 0.11749520 0.32897541 Lattice
304 1 31.87950000 0.54468100 -2.23826000 0.11315199 0.30926589 Lattice
305 1 23.83490000 15.10240000 -15.33140000 0.11523154 0.31868145 Lattice
306 1 19.71920000 -19.70560000 18.87360000 0.14436631 0.45244658 Lattice
307 1 3.23105000 -26.78810000 -17.34570000 0.48334579 0.99883075 Unknown
308 1 -18.36600000 29.08790000 -4.52985000 0.10042908 0.25283699 Lattice
309 1 18.36150000 20.48700000 -22.88560000 0.11774484 0.33011328 Lattice
310 1 -4.29406000 -4.22913000 -33.51690000 0.12251992 0.35195917 Lattice
311 1 -8.82044000 -30.02140000 1.86606000 0.18264870 0.61866428 Unknown
312 1 31.47730000 -3.06259000 3.11248000 0.12543093 0.36533643 Lattice
313 1 10.56800000 -3.63594000 30.36070000 0.13266250 0.39866152 Lattice
314 1 29.81550000 0.18663600 -6.48970000 0.12154561 0.34749052 Lattice
315 1 9.85750000 31.91300000 -10.02730000 0.09149129 0.21486592 Lattice
316 1 30.22010000 11.91520000 -4.77917000 0.11755580 0.32925162 Lattice
317 1 19.72300000 30.30210000 3.24001000 0.09637210 0.23539709 Lattice
318 1 18.54090000 -0.00550663 -25.94070000 0.13068068 0.38952329 Lattice
319 1 0.32864800 -35.08100000 -8.24027000 0.78063989 0.99999998 Unknown
320 1 22.76280000 -3.60234000 -19.60890000 0.11934001 0.33739471 Lattice
321 1 27.80320000 -0.93800600 18.19140000 0.10903011 0.29074115 Lattice
322 1 21.71100000 26.82000000 2.50041000 0.11406443 0.31339194 Lattice
323 1 9.04190000 -26.24790000 -20.22330000 0.81456182 1.00000000 Unknown
324 1 18.54910000 -16.77700000 -24.09770000 0.14430167 0.45215122 Lattice
325 1 25.61950000 -17.56410000 12.90240000 0.12782338 0.37635246 Lattice
326 1 19.33140000 -14.11440000 -23.83900000 0.10290879 0.26364514 Lattice
327 1 14.72920000 -9.89804000 -22.84740000 0.11563758 0.32052466 Lattice
328 1 17.08230000 -26.50460000 -1.25396000 0.54047629 0.99978432 Unknown
329 1 1.77479000 -26.01710000 -20.09170000 0.83354831 1.00000000 Unknown
330 1 6.95241000 4.17518000 -32.99580000 0.12244289 0.35160568 Lattice
331 1 20.58650000 -7.99897000 -15.74180000 0.11727830 0.32798723 Lattice
332 1 19.86490000 -6.65555000 -24.19070000 0.11585984 0.32153420 Lattice
333 1 24.08620000 -6.01432000 -15.75030000 0.10997591 0.29497404 Lattice
334 1 8.69705000 25.78830000 -18.30680000 0.11373646 0.31190788 Lattice
335 1 24.86910000 -3.27648000 -15.36380000 0.11674572 0.32556238 Lattice
336 1 27.22140000 -7.55592000 -10.34680000 0.11536860 0.31930344 Lattice
337 1 27.68070000 4.08261000 -8.63763000 0.11647125 0.32431366 Lattice
338 1 -0.51792700 -23.97730000 -17.94770000 0.43184068 0.99543440 Unknown
339 1 24.59610000 1.43075000 -16.06730000 0.11821583 0.33226126 Lattice
340 1 -6.18960000 27.13830000 16.20950000 0.11670284 0.32536729 Lattice
341 1 25.21870000 12.71960000 -11.50120000 0.11352670 0.31095930 Lattice
342 1 31.53170000 -15.31670000 -5.90713000 0.11998072 0.34032436 Lattice
343 1 25.88880000 -5.36993000 -1.20455000 0.11511329 0.31814494 Lattice
