# id type pc1 pc2 pc3 dist_to_ref defect_type
15417 1 -0.10821724 -0.05080053 0.01442894 0.12086145 Lattice
15418 1 -0.10364728 -0.03613025 0.00935743 0.11062874 Lattice
15419 1 -0.10307975 -0.04066462 0.01260148 0.11182146 Lattice
15420 1 -0.09972335 -0.06639507 0.02245406 0.12287171 Lattice
15421 1 -0.10536091 -0.04096598 0.00585903 0.11417406 Lattice
15422 1 -0.09406769 -0.02543448 0.02111567 0.10203195 Lattice
15423 1 -0.10472489 -0.04483585 0.01158512 0.11462260 Lattice
15424 1 -0.10595839 -0.04901055 0.01919380 0.11908730 Lattice
15425 1 -0.06610975 -0.01877148 -0.02859876 0.08628328 Lattice
15426 1 -0.10353699 -0.04359729 0.02139085 0.11747346 Lattice
15427 1 -0.10167991 -0.04499243 0.02571355 0.11701687 Lattice
15428 1 -0.10393367 -0.04143281 0.01393562 0.11330425 Lattice
15429 1 -0.10402064 -0.04013786 0.01270781 0.11247429 Lattice
15430 1 -0.10765657 -0.05219992 0.02248912 0.12245398 Lattice
15431 1 -0.10701004 -0.04589685 0.01359052 0.11732569 Lattice
15432 1 -0.10499021 -0.05452804 0.01754535 0.11982035 Lattice
15433 1 -0.10333047 -0.03697572 0.01107368 0.11052722 Lattice
15434 1 -0.10410687 -0.03922007 0.00316344 0.11306688 Lattice
15435 1 -0.10371605 -0.03817652 0.00784666 0.11121238 Lattice
15436 1 -0.10784134 -0.04680929 0.01137344 0.11877057 Lattice
15437 1 -0.10124930 -0.03644819 -0.00087070 0.11027143 Lattice
15438 1 -0.09830309 -0.07098448 0.02647946 0.12589791 Lattice
15439 1 -0.07104170 -0.02130127 -0.02819869 0.09207736 Lattice
15440 1 -0.10507122 -0.04339744 0.01635121 0.11498198 Lattice
15441 1 -0.10402531 -0.04460895 0.01882692 0.11615149 Lattice
15442 1 -0.10377228 -0.04823499 0.03255721 0.12445955 Lattice
15443 1 -0.08059330 -0.03406315 0.00354812 0.08948238 Lattice
15444 1 -0.10336137 -0.03705797 0.00126129 0.11151520 Lattice
15445 1 -0.10458498 -0.03827526 -0.00195798 0.11558483 Lattice
15446 1 -0.10650121 -0.05126813 0.01550380 0.11936925 Lattice
15447 1 -0.10617315 -0.04956610 0.02008076 0.11964220 Lattice
15448 1 0.44692864 -0.31885909 0.11059847 0.92639438 Unknown
15449 1 -0.10269575 -0.04304117 0.01937741 0.11539528 Lattice
15450 1 -0.09510696 -0.03765815 0.01809231 0.10484995 Lattice
15451 1 -0.07068068 -0.12961531 0.08650445 0.20927050 Unknown
15452 1 -0.10575287 -0.04392836 0.01667463 0.11617286 Lattice
15453 1 -0.10577456 -0.04577755 0.02005327 0.11768699 Lattice
15454 1 -0.10527864 -0.06800083 0.02583207 0.12909426 Lattice
15455 1 -0.08692743 -0.03735493 -0.00820680 0.09789079 Lattice
15456 1 -0.10163304 -0.04078290 0.00818822 0.11010167 Lattice
15457 1 0.01264708 -0.03312215 -0.05002888 0.07386285 Lattice
15458 1 -0.10644253 -0.04955986 0.01457086 0.11838297 Lattice
15459 1 -0.09902134 -0.03854053 -0.00192466 0.10870619 Lattice
15460 1 -0.07661650 -0.06847586 0.00735965 0.10497251 Lattice
15461 1 -0.10837327 -0.06976107 0.02827129 0.13369074 Lattice
15462 1 -0.07933985 -0.03458793 -0.00778492 0.08831183 Lattice
15463 1 -0.10524545 -0.04110887 0.00934423 0.11429296 Lattice
15464 1 -0.10517903 -0.04100014 0.01270626 0.11379549 Lattice
15465 1 -0.10890990 -0.05118924 0.01760816 0.12170867 Lattice
15466 1 -0.10497787 -0.04828728 0.01945877 0.11786777 Lattice
15467 1 -0.10507110 -0.04073400 0.01082682 0.11411735 Lattice
15468 1 -0.09734792 -0.03747309 0.02777459 0.11233691 Lattice
15469 1 0.19729333 -0.24164509 -0.00511438 0.37472829 Unknown
15470 1 -0.08567968 -0.05571684 0.03271818 0.13447634 Lattice
15471 1 -0.08989901 -0.03707915 -0.01030428 0.10342980 Lattice
15472 1 -0.09982186 -0.04784800 0.01450825 0.11176081 Lattice
15473 1 -0.10500251 -0.04030385 0.00717369 0.11319957 Lattice
15474 2 -0.00812100 0.14439091 -0.01529217 0.14750058 Lattice
15475 2 -0.02264046 0.14670569 0.00104633 0.15305589 Unknown
15476 2 0.25127976 -0.03210676 -0.12732333 0.28741296 Unknown
15477 2 0.21256202 -0.04092473 -0.07853337 0.24654962 Unknown
15478 2 -0.04010436 0.11571393 -0.01079076 0.12383681 Lattice
15479 2 -0.02399706 0.14992159 -0.00104451 0.15554353 Unknown
15480 2 0.21299506 -0.02062591 -0.08181699 0.24754332 Unknown
15481 2 -0.02674111 0.13878093 -0.02691346 0.14557405 Lattice
15482 2 -0.00060242 -0.00948446 -0.07098994 0.09581127 Lattice
15483 2 0.19053861 -0.03701346 -0.06688551 0.22396194 Unknown
15484 2 0.04937655 0.14342664 0.05379759 0.17122124 Unknown
15485 2 0.45886193 -0.13759985 -0.11670703 0.49765368 Unknown
15486 2 0.19544994 0.08512528 0.11680184 0.25007362 Unknown
15487 2 -0.01634633 0.15948839 -0.00038485 0.16626033 Unknown
15488 2 -0.00921709 0.15641453 -0.01326147 0.15974859 Unknown
15489 2 0.40284668 -0.08758055 0.04091490 0.42418092 Unknown
15490 2 0.12576738 0.12236957 0.06745925 0.19172061 Unknown
15491 2 -0.02560924 0.13584288 0.01499273 0.15024043 Unknown
15492 2 -0.00713321 0.10952896 -0.02348667 0.11509019 Lattice
15493 2 -0.00841623 0.16007769 -0.03948235 0.16830181 Unknown
15494 2 0.24605433 -0.06840611 -0.11309216 0.28282752 Unknown
15495 2 0.15941067 0.03092402 0.06069267 0.18534566 Unknown
15496 2 0.39200877 0.02119534 0.13315521 0.42637884 Unknown
15497 2 -0.01678801 0.15438155 -0.00784302 0.15715045 Unknown
15498 2 0.39772181 -0.18778320 0.26652065 0.94104785 Unknown
15499 2 0.26941290 -0.02294548 -0.12027628 0.30687350 Unknown
15500 2 -0.01279492 0.15752826 -0.00185625 0.16367839 Unknown
15501 2 -0.02225539 0.15103890 -0.01643934 0.15430694 Unknown
15502 2 0.01967376 -0.07001123 -0.00623025 0.11737845 Lattice
15503 2 0.29471825 -0.07469013 -0.09934238 0.40514330 Unknown
15504 2 -0.02166823 0.15412434 0.00119614 0.16029168 Unknown
15505 2 0.42082936 -0.07314666 -0.03700708 0.43241464 Unknown
15506 2 0.03017099 -0.01171921 0.04744303 0.27419003 Unknown
15507 2 -0.01712663 0.16088288 -0.00190862 0.16675345 Unknown
15508 2 0.07272848 -0.01579064 -0.05041727 0.10993113 Lattice
15509 2 0.24419901 -0.16516674 0.06349815 0.47139119 Unknown
15510 2 -0.01809173 0.15189466 0.00696931 0.16319950 Unknown
15511 2 0.07160049 -0.07309295 -0.04094246 0.13601502 Lattice
15512 2 -0.00593222 0.08764406 -0.03485220 0.10534829 Lattice
15513 2 -0.02506274 0.14796169 -0.00443194 0.15247495 Unknown
15514 2 0.30611032 -0.04932567 0.08411936 0.34561390 Unknown
15515 2 0.12318042 0.10113713 0.06953452 0.17784988 Unknown
15516 2 0.13684996 -0.08914633 -0.05990164 0.18305073 Unknown
15517 2 -0.01986294 -0.03142577 -0.03998018 0.06478637 Lattice
15518 2 0.09558655 -0.05914622 -0.03160894 0.14843317 Lattice
15519 2 0.33989804 0.02681814 0.14608042 0.37234729 Unknown
15520 2 0.08603361 -0.08951970 -0.01907302 0.15338867 Unknown
15521 2 0.13067395 0.12451349 0.06005389 0.19406693 Unknown
15522 2 0.23657522 -0.01039704 -0.10705581 0.26637190 Unknown
15523 2 -0.01541605 0.16536257 -0.01406525 0.16820773 Unknown
15524 2 -0.03242572 0.04929213 -0.02151708 0.06570649 Lattice
15525 2 0.14733936 0.09285744 0.04585898 0.19866461 Unknown
15526 2 -0.00375226 0.11581004 0.04009745 0.14327969 Lattice
15527 2 0.23367711 -0.03278075 -0.11442991 0.26562496 Unknown
15528 2 -0.00935652 0.14191456 -0.04188219 0.15423056 Unknown
15529 2 0.20210262 -0.10171944 -0.07577153 0.25088961 Unknown
15530 2 0.42486330 -0.12595676 0.09880397 0.49061970 Unknown
15531 2 0.47431873 -0.06514936 -0.02647161 0.51855696 Unknown
15532 2 -0.02341604 0.13746777 -0.02185819 0.14165026 Lattice
15533 2 0.21362740 -0.12210728 -0.02833095 0.28624791 Unknown
15534 2 0.17497132 -0.02077745 -0.06104500 0.21236748 Unknown
15535 2 0.19831935 0.09643576 0.14992064 0.28638438 Unknown
15536 2 -0.02148545 0.15669602 -0.00321019 0.16149321 Unknown
15537 2 -0.08619593 -0.04415327 -0.00078454 0.09855240 Lattice
15538 2 0.15675781 0.06264778 0.05513149 0.20254788 Unknown
15539 2 -0.02415608 0.13169473 0.00704776 0.14300427 Lattice
15540 2 -0.02243927 0.12899135 -0.01581457 0.13268537 Lattice
15541 2 0.15573479 0.10238569 0.04648399 0.20294685 Unknown
15542 2 0.07876985 -0.02635541 -0.01547235 0.20669045 Unknown
15543 2 -0.02462268 0.14987261 -0.00479371 0.15424466 Unknown
15544 2 0.06967987 0.13310253 0.05487035 0.17533079 Unknown
15545 2 0.26486685 0.03856720 0.02314848 0.27555323 Unknown
15546 2 0.57999634 -0.11454437 0.13329738 0.61517972 Unknown
15547 2 0.58313684 -0.16736395 0.08291491 0.61949782 Unknown
15548 2 0.10618785 -0.04144995 -0.09634346 0.15687561 Unknown
15549 2 0.03455569 0.02762596 -0.02571123 0.07686552 Lattice
15550 2 0.14640695 -0.15086081 0.01056324 0.25505413 Unknown
15551 2 0.15890613 -0.11238349 0.12342366 0.50155078 Unknown
15552 2 0.42005161 -0.15042010 0.12451878 0.50552393 Unknown
15553 2 -0.01448920 0.15463412 0.00832694 0.16729445 Unknown
15554 2 0.10489876 -0.06633372 -0.03447241 0.14923231 Lattice
15555 2 0.54658905 -0.09969265 0.12097832 0.58196538 Unknown
15556 2 0.34424598 0.01032099 0.14672474 0.37646474 Unknown
15557 2 -0.01608359 0.15235749 0.01275168 0.16797701 Unknown
15558 2 0.01347945 0.14285865 0.04381451 0.17547587 Unknown
15559 2 0.12850982 -0.02592403 -0.07076802 0.15781562 Unknown
15560 2 0.22937349 -0.02623693 -0.07904670 0.26805021 Unknown
15561 2 0.15093881 0.10735648 0.05723785 0.20088495 Unknown
15562 2 0.26931399 -0.04332581 -0.14380053 0.30941028 Unknown
15563 2 0.35441106 0.02988187 0.13721577 0.38351998 Unknown
15564 2 0.41694503 -0.04959907 0.03359112 0.42777552 Unknown
15565 2 0.13473096 -0.08237186 -0.03906777 0.18243298 Unknown
15566 2 0.35932679 0.01608867 0.14884093 0.39085874 Unknown
15567 2 0.40807934 -0.06061902 0.03745481 0.42440346 Unknown
15568 2 0.34335088 0.00667906 0.15421933 0.37788440 Unknown
15569 2 0.41577759 -0.14310661 -0.05168031 0.45562815 Unknown
15570 2 0.24197489 -0.02278494 -0.12391356 0.27717706 Unknown
15571 2 -0.08520187 -0.04985432 0.01526241 0.10112749 Lattice
15572 2 -0.01611683 0.09019696 -0.03658948 0.10360333 Lattice
15573 2 0.15096621 0.11062103 0.05486409 0.20090297 Unknown
15574 2 0.05982067 -0.00154270 -0.03106367 0.10322688 Lattice
15575 2 0.15540800 -0.06336625 0.12347618 0.98254584 Unknown
15576 2 0.06304237 -0.03754198 -0.08600593 0.12407696 Lattice
15577 2 0.14630488 0.10985257 0.05331830 0.19814802 Unknown
15578 2 0.13415737 0.12071997 0.05985456 0.19596805 Unknown
15579 2 -0.06056292 0.05852356 0.00437394 0.08671878 Lattice
15580 2 0.46233369 -0.17496452 0.14293838 0.54206531 Unknown
15581 2 0.19161010 -0.05008236 -0.14294028 0.25101764 Unknown
15582 2 0.15239166 0.12074964 0.04417768 0.20901380 Unknown
15583 2 0.43300325 -0.06427122 0.03926248 0.45213248 Unknown
15584 2 -0.01498411 0.16377278 -0.02171789 0.16664172 Unknown
15585 2 -0.02993255 -0.00015895 0.11643636 0.26849089 Unknown
15586 2 0.19881170 -0.03366708 -0.08414464 0.22929835 Unknown
15587 2 -0.01662925 0.13678966 -0.01254555 0.14014582 Lattice
15588 2 0.08443914 -0.07168573 0.02856763 0.17898764 Unknown
15589 2 0.07128223 0.07295897 0.02495303 0.12958645 Lattice
15590 2 0.16794268 -0.01265354 -0.03276308 0.28808139 Unknown
15591 2 0.35777877 0.02635070 0.14626738 0.38875811 Unknown
15592 2 0.37940428 0.01448867 0.14081662 0.41435203 Unknown
15593 2 0.26381916 -0.05251072 -0.13239245 0.30147595 Unknown
15594 2 0.29533149 -0.05539096 -0.16613888 0.34688426 Unknown
15595 2 0.01055691 -0.02676145 -0.01319784 0.07185896 Lattice
15596 2 0.24350887 0.00341699 0.20313323 0.61131505 Unknown
15597 2 0.54216837 -0.12328344 0.03201980 0.57312401 Unknown
15598 2 -0.04542477 -0.01010360 -0.04803546 0.09029917 Lattice
15599 2 0.19984570 -0.01383247 0.19186189 0.40672424 Unknown
15600 2 0.37334337 0.00426315 0.15559284 0.40880946 Unknown
15601 2 0.30926328 -0.08977934 -0.08669746 0.34535365 Unknown
15602 2 0.15218196 0.08046370 0.03911522 0.20126844 Unknown
15603 2 0.47077633 -0.08409313 -0.05761347 0.49835616 Unknown
15604 2 0.05200438 -0.06402656 -0.05600990 0.11540944 Lattice
15605 2 0.24337239 -0.02805281 -0.16242381 0.29762556 Unknown
15606 2 0.08353938 -0.00136131 0.05251890 0.25263507 Unknown
15607 2 0.07380526 -0.04507143 -0.09058213 0.13751047 Lattice
15608 2 0.10738481 -0.05568149 -0.09567803 0.15977523 Unknown
15609 2 0.39075294 -0.04618993 0.03966165 0.40615207 Unknown
15610 2 -0.02936207 0.13015443 -0.02152450 0.13588116 Lattice
15611 2 -0.01821160 0.15686009 -0.01580045 0.15957669 Unknown
15612 2 -0.05989692 -0.02184270 -0.00173756 0.07042130 Lattice
15613 2 -0.01228237 0.15902536 -0.00217865 0.16559347 Unknown
15614 2 0.37971591 -0.07231184 -0.00356906 0.39084436 Unknown
15615 2 -0.02020993 0.15100113 -0.01797931 0.15397661 Unknown
15616 2 0.25285319 0.02377475 -0.08549871 0.35194142 Unknown
15617 2 0.26562975 -0.04420464 -0.18180366 0.32855607 Unknown
15618 2 0.07017274 -0.07348850 -0.06550385 0.12393273 Lattice
15619 2 -0.01602807 0.14691815 -0.04266557 0.16115467 Unknown
15620 2 0.01465316 -0.02395746 -0.03731394 0.06278776 Lattice
15621 2 0.10506970 -0.06588178 -0.01031987 0.16244309 Unknown
15622 2 0.40895962 -0.05219877 0.04976376 0.42120048 Unknown
15623 2 0.06592609 0.14714077 0.04471318 0.17551343 Unknown
15624 2 -0.02251461 0.15328379 -0.01268333 0.15643648 Unknown
15625 2 0.39722764 -0.15175767 -0.10455674 0.44460475 Unknown
15626 2 -0.00165236 0.14585641 -0.02069012 0.14935995 Lattice
15627 2 0.15900876 0.08019709 0.04926874 0.20631118 Unknown
15628 2 0.19801525 -0.36617028 0.23210263 0.82440576 Unknown
15629 2 0.14382961 0.10551095 0.04237302 0.19724490 Unknown
15630 2 -0.01713108 0.16028313 -0.00844352 0.16389234 Unknown
15631 2 0.01114940 0.16123284 0.02502051 0.17247514 Unknown
15632 2 0.20522813 0.09664872 0.13098515 0.27737968 Unknown
15633 2 0.00758112 0.14968072 0.03712255 0.17196479 Unknown
15634 2 0.28097373 -0.06321515 0.05938480 0.31440271 Unknown
15635 2 0.40235735 -0.04237344 0.04192166 0.41660523 Unknown
15636 2 -0.03026249 0.12236408 0.00086136 0.13030004 Lattice
15637 2 0.25726257 -0.04872779 -0.14129655 0.29778506 Unknown
15638 2 0.22257611 -0.03928216 -0.09108276 0.25631830 Unknown
15639 2 0.19280448 -0.02945071 -0.09993221 0.22421051 Unknown
15640 2 0.41545282 -0.08027327 -0.04293926 0.42962671 Unknown
15641 2 -0.01346247 0.15354956 -0.04566141 0.16750052 Unknown
15642 2 0.26553989 -0.03148934 -0.14563715 0.30999798 Unknown
15643 2 0.14608440 0.11419921 0.05112304 0.19950093 Unknown
15644 2 0.15363158 0.11482933 0.04838289 0.20644166 Unknown
15645 2 0.58921301 -0.14246852 0.08765647 0.62088936 Unknown
15646 2 0.09452787 0.13341771 -0.00724134 0.18065243 Unknown
15647 2 -0.01611007 0.16456462 -0.00900883 0.16816301 Unknown
15648 2 -0.01850031 0.14487117 0.01283093 0.15963253 Unknown
15649 2 0.12810544 0.11109501 0.06828487 0.18602086 Unknown
15650 2 0.46413766 -0.07781116 -0.06521698 0.48195656 Unknown
15651 2 -0.01911081 0.15659807 -0.01302891 0.15937699 Unknown
15652 2 -0.01613446 0.15629642 0.01110424 0.17092449 Unknown
15653 2 -0.01949873 0.15095723 -0.01879655 0.15408981 Unknown
15654 2 0.18012257 0.05376729 0.09468061 0.22952718 Unknown
15655 2 0.29986366 -0.07016021 -0.08352240 0.33093731 Unknown
15656 2 -0.02454559 0.13108349 0.01418533 0.14784649 Lattice
15657 2 0.16288883 -0.01868569 -0.08700830 0.19308562 Unknown
15658 2 0.23417937 -0.12230044 -0.05497128 0.29856284 Unknown
15659 2 -0.07343708 -0.06081379 0.01264842 0.09909512 Lattice
15660 2 0.04677055 -0.09209085 -0.01743329 0.11934992 Lattice
15661 2 0.23523525 -0.02679160 -0.11605097 0.26992730 Unknown
15662 2 0.54705578 -0.08731446 0.18127757 0.59645945 Unknown
15663 2 0.20851625 -0.02863579 -0.09578719 0.23913891 Unknown
15664 2 -0.01150929 0.06318313 -0.01767285 0.07467104 Lattice
15665 2 0.02919806 -0.04885685 -0.03912689 0.08375160 Lattice
15666 2 0.14147306 -0.06866116 -0.09378561 0.19909325 Unknown
15667 2 0.27242146 -0.03618483 -0.13980854 0.31164653 Unknown
15668 2 0.51083985 -0.09689014 0.17676977 0.57371702 Unknown
15669 2 -0.03201210 0.13334740 -0.01591415 0.13882817 Lattice
15670 2 -0.07191902 -0.01446591 -0.03882547 0.10627844 Lattice
15671 2 0.19158047 0.11961894 -0.12941521 0.38703087 Unknown
15672 2 0.25655330 -0.14242817 0.15030670 0.43832535 Unknown
15673 2 0.35014570 -0.03923640 0.11941440 0.37771765 Unknown
15674 2 0.22483479 -0.03351125 -0.13696845 0.26622638 Unknown
15675 2 0.43449392 -0.12534730 -0.10422760 0.47139802 Unknown
15676 2 0.21991033 -0.02810100 -0.08549660 0.25496621 Unknown
15677 2 0.12334257 0.11923362 0.07292185 0.19043576 Unknown
15678 2 -0.01923931 0.13865049 -0.00039929 0.14571329 Lattice
15679 2 -0.02043468 0.13495811 -0.03548754 0.14552316 Lattice
15680 2 0.04586551 0.02353749 -0.07136060 0.10262091 Lattice
15681 2 0.38919911 -0.14265676 0.10893093 0.44904339 Unknown
15682 2 0.41732516 -0.07244986 0.02563401 0.43746062 Unknown
15683 2 -0.01439828 0.12445901 -0.04708492 0.14282300 Lattice
15684 2 0.41116755 -0.05095700 0.08228223 0.42707706 Unknown
15685 2 0.22465946 0.09688697 0.11392569 0.28281962 Unknown
15686 2 0.30160631 -0.09821857 -0.12785755 0.34883247 Unknown
15687 2 0.12163965 -0.07499790 -0.07882483 0.17084872 Unknown
15688 2 0.26012381 -0.02765546 -0.06040341 0.27888257 Unknown
15689 2 0.25621556 -0.09477587 -0.10068222 0.29553977 Unknown
15690 2 0.34708625 -0.30790071 0.24098299 1.01092542 Unknown
15691 2 -0.02106343 0.14865540 -0.00322134 0.15384852 Unknown
15692 2 0.01203798 0.15198249 0.03605009 0.17379821 Unknown
15693 2 0.41417949 -0.09542278 0.01786038 0.43986131 Unknown
15694 2 0.35747991 -0.25965310 0.04310949 0.54606840 Unknown
15695 2 -0.01754844 0.16396315 -0.00801663 0.16796789 Unknown
15696 2 0.18837787 -0.02657207 -0.07038513 0.22241696 Unknown
15697 2 -0.01835903 0.14988064 0.00148960 0.15801818 Unknown
15698 2 0.36100800 0.01970958 0.14095314 0.39768892 Unknown
15699 2 0.16308284 -0.16978508 0.20828441 0.82072116 Unknown
15700 2 0.17431063 0.07936086 0.05287128 0.22031318 Unknown
15701 2 0.31023933 -0.06914674 -0.07364176 0.34225652 Unknown
15702 2 -0.01780765 0.16513528 -0.03098582 0.17132805 Unknown
15703 2 0.18707651 -0.07781661 -0.06571826 0.22749536 Unknown
15704 2 -0.02014672 0.06850456 0.03805528 0.12379565 Lattice
15705 2 -0.01537580 0.15816241 0.00486221 0.16817427 Unknown
15706 2 -0.01658614 0.14677496 -0.01626989 0.14990770 Lattice
15707 2 0.29782062 -0.07807055 -0.06912828 0.33345203 Unknown
15708 2 0.33700895 0.02738167 0.16665616 0.37943525 Unknown
15709 2 0.14865274 -0.02055971 0.00894265 0.19313673 Unknown
15710 2 0.16620499 0.08428573 0.05026751 0.20924597 Unknown
15711 2 0.44789490 -0.32007040 -0.05363251 0.65843761 Unknown
15712 2 0.15351232 0.05532994 0.06538315 0.19093392 Unknown
15713 2 0.41783324 -0.16358256 0.00503780 0.56109323 Unknown
15714 2 0.02575936 0.15252283 0.00875390 0.16291286 Unknown
15715 2 0.44511895 -0.13165129 -0.11515323 0.48281314 Unknown
15716 2 0.18418172 -0.02906349 -0.08775742 0.21402201 Unknown
15717 2 -0.02954631 -0.06285452 -0.01923870 0.07841901 Lattice
15718 2 0.13681042 0.11968326 0.05710965 0.19475334 Unknown
15719 2 0.14573711 0.11279832 0.05759272 0.19717400 Unknown
15720 2 0.50591280 -0.09952038 0.23383437 0.58122580 Unknown
15721 2 0.25148842 -0.10545781 -0.02252853 0.41000747 Unknown
15722 2 0.57367595 -0.17157379 -0.03807571 0.70199725 Unknown
15723 2 0.23175427 -0.07649442 -0.08363167 0.27015194 Unknown
15724 2 0.44956724 -0.12894370 -0.12291254 0.48929153 Unknown
15725 2 0.43644164 -0.32588097 0.10137414 0.79595765 Unknown
15726 2 0.00062146 0.08744778 0.07511501 0.21166118 Unknown
15727 2 0.21460122 -0.04809305 -0.11823067 0.25434657 Unknown
15728 2 -0.01134375 0.16513713 -0.02756475 0.16873679 Unknown
15729 2 0.04453280 -0.01452166 -0.08016185 0.10532734 Lattice
15730 2 0.13699537 0.10204947 0.07406748 0.19047906 Unknown
15731 2 -0.06960895 -0.00038659 -0.01159644 0.07305655 Lattice
15732 2 0.20039167 -0.03113748 -0.08077760 0.22950106 Unknown
15733 2 0.50210664 -0.20555157 0.06164775 0.56603343 Unknown
15734 2 0.19671046 0.04525516 0.04916455 0.22308942 Unknown
15735 2 0.58345662 -0.14194421 0.09054959 0.61380316 Unknown
15736 2 -0.01114723 0.16146945 -0.01897268 0.16412253 Unknown
15737 2 0.07569227 -0.09769549 -0.02918726 0.14142380 Lattice
15738 2 0.17087538 -0.07245317 -0.05404494 0.21052719 Unknown
15739 2 -0.08193847 0.00875956 -0.01951273 0.09362727 Lattice
15740 2 0.44405070 -0.10019642 -0.05843606 0.47566059 Unknown
15741 2 0.00951251 0.14921809 0.04245217 0.17727720 Unknown
15742 2 -0.01918270 0.16572875 -0.02291001 0.16937046 Unknown
15743 2 0.20028732 -0.06816268 -0.09035961 0.23825741 Unknown
15744 2 0.22730302 -0.02664777 -0.07624539 0.26584440 Unknown
15745 2 0.42614079 -0.06367662 0.04459166 0.43709722 Unknown
15746 2 0.43654360 -0.08349041 0.13807171 0.51803880 Unknown
15747 2 0.26383999 -0.11287717 0.10531750 0.38825271 Unknown
15748 2 0.32206912 -0.19818546 0.10326739 0.53878162 Unknown
15749 2 0.27453508 -0.12956919 0.05311790 0.58179236 Unknown
15750 2 0.35952566 0.02340506 0.14607814 0.38995202 Unknown
15751 2 0.26691652 -0.05704142 -0.09240789 0.30182726 Unknown
15752 2 -0.01980195 0.16320430 -0.01654052 0.16611487 Unknown
15753 2 0.34953360 0.02281962 0.15672814 0.38429675 Unknown
15754 2 0.56565742 -0.16615749 0.17719143 0.62231873 Unknown
15755 2 -0.02193540 0.15544409 -0.02551216 0.16046619 Unknown
15756 2 0.00586494 0.11151479 0.05859870 0.17129684 Unknown
15757 2 0.10137110 0.11473194 0.09748156 0.20414830 Unknown
15758 2 0.17392481 -0.02818814 -0.07840174 0.20306820 Unknown
15759 2 0.50601652 -0.08508577 0.20995854 0.56356855 Unknown
15760 2 0.56958249 -0.14739898 0.17045322 0.61770350 Unknown
15761 2 -0.01811598 0.12579518 -0.02468415 0.13011671 Lattice
15762 2 0.40739502 -0.03402073 0.11186645 0.46061891 Unknown
15763 2 0.17766210 0.02803893 0.12800806 0.30209244 Unknown
15764 2 -0.01656188 0.16510701 -0.01158885 0.16845686 Unknown
15765 2 0.12454449 0.11662138 0.07897307 0.19301649 Unknown
15766 2 0.62225503 -0.20061781 -0.01162468 0.77018422 Unknown
15767 2 0.25481569 -0.14509120 -0.02392221 0.36238764 Unknown
15768 2 0.12346930 0.10176562 0.07430014 0.17988170 Unknown
15769 2 0.39572445 -0.04519575 0.05862915 0.40730874 Unknown
15770 2 -0.01485678 0.16563603 -0.03150410 0.17125674 Unknown
15771 2 -0.02028150 0.14770504 -0.02546390 0.15198539 Unknown
15772 2 0.08347699 -0.04758250 -0.08694820 0.13564232 Lattice
15773 2 0.18324865 -0.11489192 -0.04810285 0.24370739 Unknown
15774 2 0.06195044 -0.03681149 -0.00743267 0.11208489 Lattice
15775 2 0.27865907 -0.05973199 -0.09490245 0.32302556 Unknown
15776 2 0.23174942 -0.09873359 -0.12580626 0.29070513 Unknown
15777 2 -0.02042858 0.14912303 -0.00363769 0.15459808 Unknown
15778 2 0.21181806 0.00748050 -0.09683024 0.26017920 Unknown
15779 2 0.22446093 -0.03981252 -0.08502535 0.25982343 Unknown
15780 2 0.16540329 0.11281272 0.03451444 0.21662810 Unknown
15781 2 0.15119957 0.11614005 0.05018746 0.20449766 Unknown
15782 2 0.28179241 -0.08952485 -0.09974469 0.35446222 Unknown
15783 2 0.39834881 -0.25478153 0.11509471 0.77520668 Unknown
15784 2 0.13655866 0.11756981 0.05168842 0.19380151 Unknown
15785 2 -0.05148039 -0.01021370 -0.02967721 0.07374647 Lattice
15786 2 0.21746215 -0.02429306 -0.08354594 0.25099666 Unknown
15787 2 0.12161631 0.01770625 -0.13839322 0.22556709 Unknown
15788 2 0.04037693 0.08423749 -0.07780563 0.14027541 Lattice
15789 2 0.21639409 -0.02532512 -0.08790652 0.25046513 Unknown
15790 2 -0.02660664 -0.02992289 -0.02169519 0.05089197 Lattice
15791 2 0.33883003 -0.03838975 0.13409878 0.37330949 Unknown
15792 2 -0.00560491 0.08767022 -0.00217236 0.09804866 Lattice
15793 2 0.56662091 -0.09137133 0.15371032 0.61352022 Unknown
15794 2 -0.02115384 -0.12915696 0.04853735 0.17212479 Unknown
15795 2 -0.02922828 0.00162012 -0.01284022 0.04518293 Lattice
15796 2 0.01484305 0.16034028 0.02303365 0.17097160 Unknown
15797 2 0.00977807 0.01265240 -0.04309985 0.05272670 Lattice
15798 2 0.25060999 -0.28199459 0.11448166 0.61901672 Unknown
15799 2 0.54421472 -0.19290069 -0.02745693 0.59198607 Unknown
15800 2 0.19940243 -0.04111063 -0.06688182 0.23707389 Unknown
15801 2 0.51326573 -0.13967370 0.20922679 0.58298182 Unknown
15802 2 0.09473780 0.03927933 -0.09361164 0.16669281 Unknown
15803 2 0.40458119 -0.08800782 0.02397446 0.42970867 Unknown
15804 2 0.13301478 0.12166666 0.05891395 0.19371993 Unknown
15805 2 -0.01955666 0.15567587 -0.00854968 0.15924752 Unknown
15806 2 0.13422402 0.11763244 0.06738167 0.19438458 Unknown
15807 2 0.03425497 0.14118826 -0.01739941 0.15322733 Unknown
15808 2 -0.02211330 0.15650590 -0.00929583 0.16005008 Unknown
15809 2 -0.01761642 0.13863584 -0.02171035 0.14184278 Lattice
